doy = UTC, AirtT = degC, RH = %, WS = m/s, WDir = deg, atmP = kPa, SWin = W/m2, Rain = mm
07-Apr-2019 04:00:001,12.3,87,1.3411,157.5,96.3785,7,0
07-Apr-2019 05:00:001,11.8,89,1.3411,157.5,96.4869,0,0
07-Apr-2019 06:00:001,11.2,92,0.8941,157.5,96.5817,0,0
07-Apr-2019 07:00:001,11.3,92,0.447,135,96.5817,0,0
07-Apr-2019 08:00:001,11.2,95,0.447,292.5,96.6122,0,0
07-Apr-2019 09:00:001,11.3,95,0.447,337.5,96.6291,0,0
07-Apr-2019 10:00:001,11.4,96,0.447,0,96.6562,0,0
07-Apr-2019 11:00:001,11.6,96,0,337.5,96.6291,0,0.01
07-Apr-2019 12:00:001,11.7,97,0.447,337.5,96.6325,0,0
07-Apr-2019 13:00:001,11.6,97,0.447,315,96.6393,0,0.01
07-Apr-2019 14:00:001,11.6,97,0,292.5,96.7138,0,0
07-Apr-2019 15:00:001,11.7,97,0,315,96.7442,0,0
07-Apr-2019 16:00:001,12.3,97,0,0,96.8458,36,0
07-Apr-2019 17:00:001,12.8,96,0,0,96.8898,117,0
07-Apr-2019 18:00:001,13.9,91,0.8941,0,96.9474,285,0
07-Apr-2019 19:00:001,14.6,85,0.8941,337.5,96.9711,187,0
07-Apr-2019 20:00:001,16.4,77,1.7882,157.5,96.9813,370,0
07-Apr-2019 21:00:001,16.5,76,1.3411,180,96.9305,276,0
07-Apr-2019 22:00:001,17.6,72,1.7882,180,96.8898,419,0
07-Apr-2019 23:00:001,16.7,76,0.8941,337.5,96.8424,515,0
08-Apr-2019 00:00:001,17.1,79,1.3411,0,96.7883,424,0
08-Apr-2019 01:00:001,18.6,69,1.3411,247.5,96.751,359,0
08-Apr-2019 02:00:001,18.4,69,1.7882,247.5,96.7273,210,0
08-Apr-2019 03:00:001,17.3,76,1.7882,225,96.7544,99,0
08-Apr-2019 04:00:001,16.4,80,0.8941,225,96.7849,13,0
08-Apr-2019 05:00:001,15.9,80,0.8941,202.5,96.8018,0,0
08-Apr-2019 06:00:001,15.2,83,0,157.5,96.8458,0,0
08-Apr-2019 07:00:001,14.8,85,0,0,96.8018,0,0
08-Apr-2019 08:00:001,14.3,88,0,292.5,96.795,0,0
08-Apr-2019 09:00:001,14.3,87,0,90,96.7916,0,0
08-Apr-2019 10:00:001,14.1,89,0,90,96.7138,0,0
08-Apr-2019 11:00:001,13.1,92,0,90,96.6494,0,0
08-Apr-2019 12:00:001,13.2,93,0,135,96.5952,0,0
08-Apr-2019 13:00:001,12.7,91,0,225,96.5343,0,0
08-Apr-2019 14:00:001,12.3,92,0,135,96.5478,0,0
08-Apr-2019 15:00:001,12.5,93,0,135,96.5411,1,0
08-Apr-2019 16:00:001,13.1,92,0,135,96.5614,25,0
08-Apr-2019 17:00:001,14.3,90,0,135,96.5851,35,0
08-Apr-2019 18:00:001,14.7,92,0,135,96.5885,35,0
08-Apr-2019 19:00:001,15.8,88,0.447,135,96.5512,59,0
08-Apr-2019 20:00:001,17.1,82,1.7882,157.5,96.5411,118,0
08-Apr-2019 21:00:001,17.3,85,2.6822,202.5,96.5038,395,0
08-Apr-2019 22:00:001,16.3,89,2.2352,225,96.5004,455,0
08-Apr-2019 23:00:001,15.9,86,1.7882,225,96.4733,318,0
09-Apr-2019 00:00:001,15.6,88,0.8941,225,96.4395,191,0.04
09-Apr-2019 01:00:001,15.4,88,0.8941,202.5,96.4158,211,0
09-Apr-2019 02:00:001,15.3,87,1.3411,180,96.392,213,0
09-Apr-2019 03:00:001,14.8,86,1.3411,225,96.3311,59,0
09-Apr-2019 04:00:001,14.1,86,0.8941,225,96.348,30,0
09-Apr-2019 05:00:001,13.7,85,1.3411,270,96.4158,0,0
09-Apr-2019 06:00:001,12.6,84,4.4704,270,96.4767,0,0
09-Apr-2019 07:00:001,12.1,81,4.0234,270,96.5004,0,0
09-Apr-2019 08:00:001,11.6,84,4.4704,270,96.497,0,0
09-Apr-2019 09:00:001,11.1,84,3.5763,270,96.5309,0,0
09-Apr-2019 10:00:001,10.8,80,3.1293,270,96.5478,0,0
09-Apr-2019 11:00:001,10.3,81,3.5763,270,96.5614,0,0
09-Apr-2019 12:00:001,10.3,80,3.5763,270,96.6122,0,0
09-Apr-2019 13:00:001,10.2,77,3.5763,270,96.6494,0,0
09-Apr-2019 14:00:001,9.8,73,3.1293,292.5,96.6968,0,0
09-Apr-2019 15:00:001,9.2,78,4.4704,270,96.7307,1,0
09-Apr-2019 16:00:001,9.2,77,5.3645,292.5,96.8187,25,0
09-Apr-2019 17:00:001,10.1,70,4.4704,292.5,96.8831,222,0
09-Apr-2019 18:00:001,10.7,68,3.5763,292.5,96.9373,413,0
09-Apr-2019 19:00:001,11.7,58,4.4704,292.5,96.9542,567,0
09-Apr-2019 20:00:001,12.6,54,4.4704,292.5,96.944,773,0
09-Apr-2019 21:00:001,13.3,58,4.4704,292.5,96.8594,852,0
09-Apr-2019 22:00:001,13.9,49,5.8115,292.5,96.8526,867,0
09-Apr-2019 23:00:001,14.4,52,5.8115,292.5,96.8594,786,0
10-Apr-2019 00:00:001,14.8,50,6.2586,292.5,96.8526,731,0
10-Apr-2019 01:00:001,14.6,60,5.8115,270,96.8357,568,0
10-Apr-2019 02:00:001,14.2,60,5.8115,270,96.8526,393,0
10-Apr-2019 03:00:001,13.6,61,5.8115,270,96.8458,184,0
10-Apr-2019 04:00:001,11.8,73,4.9174,270,96.8932,22,0
10-Apr-2019 05:00:001,11.3,72,4.9174,270,96.961,0,0
10-Apr-2019 06:00:001,10.9,71,4.0234,292.5,96.9914,0,0
10-Apr-2019 07:00:001,10.2,74,4.0234,292.5,97.0151,0,0
10-Apr-2019 08:00:001,9.4,73,1.3411,270,97.0456,0,0
10-Apr-2019 09:00:001,7.9,76,0.447,292.5,97.0896,0,0
10-Apr-2019 10:00:001,6.7,78,0.447,225,97.0998,0,0
10-Apr-2019 11:00:001,4.4,87,0.447,135,97.0388,0,0
10-Apr-2019 12:00:001,3.8,89,0.447,135,97.0998,0,0
10-Apr-2019 13:00:001,3,90,0.447,135,97.1404,0,0
10-Apr-2019 14:00:001,2.6,91,0.447,135,97.1709,0,0
10-Apr-2019 15:00:001,2.4,92,0.447,135,97.2048,2,0
10-Apr-2019 16:00:001,4.4,89,0.447,135,97.2454,36,0
10-Apr-2019 17:00:001,8.4,73,0.447,135,97.242,225,0
10-Apr-2019 18:00:001,9.2,70,0.8941,0,97.242,412,0
10-Apr-2019 19:00:001,11.2,64,0.8941,0,97.2657,558,0
10-Apr-2019 20:00:001,12.6,59,1.3411,0,97.2149,765,0
10-Apr-2019 21:00:001,13.9,55,1.7882,0,97.1404,844,0
10-Apr-2019 22:00:001,15.3,53,1.7882,0,97.0896,856,0
10-Apr-2019 23:00:001,16.8,50,1.3411,0,97.0321,822,0
11-Apr-2019 00:00:001,17.8,53,1.7882,270,96.9847,684,0
11-Apr-2019 01:00:001,17.9,53,2.6822,270,96.9339,560,0
11-Apr-2019 02:00:001,17.4,55,3.5763,270,96.8966,399,0
11-Apr-2019 03:00:001,16.7,56,3.5763,270,96.9,185,0
11-Apr-2019 04:00:001,15.1,63,1.7882,270,96.8898,21,0
11-Apr-2019 05:00:001,14,67,1.3411,270,96.9339,0,0
11-Apr-2019 06:00:001,12.1,72,0.8941,270,96.9508,0,0
11-Apr-2019 07:00:001,10.7,76,0.447,135,96.9948,0,0
11-Apr-2019 08:00:001,9.3,81,0.447,135,96.9847,0,0
11-Apr-2019 09:00:001,8.2,85,0.447,135,96.9745,0,0
11-Apr-2019 10:00:001,7.9,85,0.447,135,96.9305,0,0
11-Apr-2019 11:00:001,7.4,87,0.447,135,96.8661,0,0
11-Apr-2019 12:00:001,6.9,88,0.447,135,96.8458,0,0
11-Apr-2019 13:00:001,6.4,89,0.447,135,96.8086,0,0
11-Apr-2019 14:00:001,6.1,90,0.447,135,96.7612,0,0
11-Apr-2019 15:00:001,7.3,84,0.447,135,96.7239,1,0
11-Apr-2019 16:00:001,8,84,0.447,135,96.7375,39,0
11-Apr-2019 17:00:001,9.9,75,0.447,135,96.7375,126,0
11-Apr-2019 18:00:001,11.6,64,2.2352,292.5,96.7205,200,0
11-Apr-2019 19:00:001,11.1,68,3.5763,270,96.6968,269,0
11-Apr-2019 20:00:001,12.3,61,4.0234,270,96.6359,460,0
11-Apr-2019 21:00:001,12.5,65,4.9174,292.5,96.5783,308,0
11-Apr-2019 22:00:001,12.6,61,5.3645,292.5,96.5072,423,0
11-Apr-2019 23:00:001,12.8,63,6.7056,292.5,96.3887,596,0
12-Apr-2019 00:00:001,12.9,66,7.1526,292.5,96.304,683,0
12-Apr-2019 01:00:001,12.6,69,7.5997,292.5,96.2532,572,0
12-Apr-2019 02:00:001,12.4,69,7.5997,270,96.2261,405,0
12-Apr-2019 03:00:001,12.1,73,6.7056,270,96.1076,198,0
12-Apr-2019 04:00:001,11.1,74,7.1526,292.5,96.1042,28,0
12-Apr-2019 05:00:001,10.3,75,6.7056,292.5,96.1347,0,0
12-Apr-2019 06:00:001,10.2,72,5.3645,292.5,96.1584,0,0
12-Apr-2019 07:00:001,10.2,73,3.5763,292.5,96.155,0,0
12-Apr-2019 08:00:001,10.1,72,2.2352,292.5,96.1347,0,0
12-Apr-2019 09:00:001,9.6,74,1.7882,292.5,96.1279,0,0
12-Apr-2019 10:00:001,9.4,75,2.6822,292.5,96.111,0,0
12-Apr-2019 11:00:001,6.9,82,0.447,270,96.0433,0,0
12-Apr-2019 12:00:001,6.3,85,0.447,90,96.0026,0,0
12-Apr-2019 13:00:001,5.2,89,0.447,135,95.9857,0,0
12-Apr-2019 14:00:001,4.5,91,0.447,135,95.9721,0,0
12-Apr-2019 15:00:001,4.4,90,0.447,135,95.9789,3,0
12-Apr-2019 16:00:001,6.4,88,0.8941,135,96.0229,45,0
12-Apr-2019 17:00:001,10.2,74,0.447,135,96.0636,243,0
12-Apr-2019 18:00:001,11.5,73,0.8941,0,96.0771,421,0
12-Apr-2019 19:00:001,12.8,68,1.7882,0,96.0534,570,0
12-Apr-2019 20:00:001,13.8,68,2.2352,0,95.9789,753,0
12-Apr-2019 21:00:001,14.9,66,1.7882,0,95.9247,846,0
12-Apr-2019 22:00:001,17.7,48,1.7882,0,95.8638,866,0
12-Apr-2019 23:00:001,18.8,47,1.3411,0,95.8062,829,0
13-Apr-2019 00:00:001,19.9,48,0.8941,0,95.7554,738,0
13-Apr-2019 01:00:001,20.2,50,0.8941,0,95.7351,546,0
13-Apr-2019 02:00:001,18.9,58,1.3411,292.5,95.708,411,0
13-Apr-2019 03:00:001,18.1,61,2.2352,270,95.7012,200,0
13-Apr-2019 04:00:001,16.4,66,2.2352,270,95.6945,25,0
13-Apr-2019 05:00:001,15.2,73,0.8941,270,95.752,0,0
13-Apr-2019 06:00:001,12.4,77,0.447,135,95.7893,0,0
13-Apr-2019 07:00:001,11.3,82,0,135,95.8164,0,0
13-Apr-2019 08:00:001,10.5,84,0.447,90,95.8604,0,0
13-Apr-2019 09:00:001,9.4,86,0.447,135,95.8604,0,0
13-Apr-2019 10:00:001,8.7,88,0.447,135,95.8367,0,0
13-Apr-2019 11:00:001,8.2,90,0.447,135,95.8164,0,0
13-Apr-2019 12:00:001,7.3,92,0,135,95.8265,0,0
13-Apr-2019 13:00:001,6.7,93,0.447,135,95.8909,0,0
13-Apr-2019 14:00:001,6.6,93,0.447,135,95.9315,0,0
13-Apr-2019 15:00:001,6.3,94,0,247.5,95.945,3,0
13-Apr-2019 16:00:001,8.8,90,0,0,95.9992,75,0
13-Apr-2019 17:00:001,12.6,80,0,247.5,96.0534,269,0
13-Apr-2019 18:00:001,13.6,80,0.8941,22.5,96.0907,459,0
13-Apr-2019 19:00:001,13.7,77,1.3411,22.5,96.1279,623,0
13-Apr-2019 20:00:001,15.9,66,1.7882,22.5,96.0331,764,0
13-Apr-2019 21:00:001,18.3,56,1.3411,22.5,96.0094,826,0
13-Apr-2019 22:00:001,21,45,2.2352,45,95.9552,854,0
13-Apr-2019 23:00:001,22.4,39,1.3411,247.5,95.9247,790,0
14-Apr-2019 00:00:001,22.6,48,2.2352,247.5,95.8705,645,0
14-Apr-2019 01:00:001,22.5,49,2.6822,225,95.8401,564,0
14-Apr-2019 02:00:001,21.9,48,2.6822,225,95.8265,394,0
14-Apr-2019 03:00:001,20,44,2.2352,225,95.8333,206,0
14-Apr-2019 04:00:001,17.9,51,0.8941,270,95.8604,28,0
14-Apr-2019 05:00:001,15.8,57,0.447,202.5,95.8807,0,0
14-Apr-2019 06:00:001,13.9,66,0,112.5,95.9315,0,0
14-Apr-2019 07:00:001,12.1,69,0.447,135,95.9112,0,0
14-Apr-2019 08:00:001,11.3,73,0,135,95.8943,0,0
14-Apr-2019 09:00:001,9.9,79,0,135,95.8773,0,0
14-Apr-2019 10:00:001,9,81,0,135,95.8773,0,0
14-Apr-2019 11:00:001,8.7,80,0.447,135,95.8333,0,0
14-Apr-2019 12:00:001,8.4,80,0.447,135,95.7757,0,0
14-Apr-2019 13:00:001,8.3,79,0.447,135,95.7249,0,0
14-Apr-2019 14:00:001,7.5,84,0.447,135,95.6911,0,0
14-Apr-2019 15:00:001,6.4,86,0.447,135,95.708,3,0
14-Apr-2019 16:00:001,11.7,63,0.447,135,95.7215,40,0
14-Apr-2019 17:00:001,13.9,56,0.8941,292.5,95.7182,235,0
14-Apr-2019 18:00:001,15.3,55,0.8941,0,95.7114,424,0
14-Apr-2019 19:00:001,16.3,60,1.7882,270,95.6945,576,0
14-Apr-2019 20:00:001,17.4,48,2.6822,270,95.6843,773,0
14-Apr-2019 21:00:001,18.3,31,2.6822,270,95.6301,887,0
14-Apr-2019 22:00:001,17.3,38,4.9174,270,95.647,511,0
14-Apr-2019 23:00:001,17.9,32,3.5763,270,95.5827,794,0
15-Apr-2019 00:00:001,17.2,41,4.0234,270,95.5759,431,0
15-Apr-2019 01:00:001,15.9,49,4.4704,270,95.5455,356,0
15-Apr-2019 02:00:001,14.7,44,4.4704,270,95.5556,158,0
15-Apr-2019 03:00:001,13.1,51,4.9174,270,95.5861,92,0
15-Apr-2019 04:00:001,11.2,65,4.9174,270,95.5759,17,0
15-Apr-2019 05:00:001,10.6,41,2.6822,270,95.6267,0,0
15-Apr-2019 06:00:001,10.2,44,1.7882,270,95.6504,0,0
15-Apr-2019 07:00:001,9.6,55,1.7882,270,95.6538,0,0
15-Apr-2019 08:00:001,8.9,60,2.2352,270,95.6166,0,0
15-Apr-2019 09:00:001,8.7,60,0.8941,292.5,95.5827,0,0
15-Apr-2019 10:00:001,7.4,64,0.447,202.5,95.5082,0,0
15-Apr-2019 11:00:001,5.1,77,0.447,135,95.4405,0,0
15-Apr-2019 12:00:001,8.6,52,0.8941,90,95.4202,0,0
15-Apr-2019 13:00:001,6.7,65,0.447,157.5,95.4235,0,0
15-Apr-2019 14:00:001,6.1,68,0.447,135,95.3727,0,0
15-Apr-2019 15:00:001,6.1,70,0.8941,157.5,95.3321,3,0
15-Apr-2019 16:00:001,6.8,72,0,90,95.3965,47,0
15-Apr-2019 17:00:001,10.8,55,0,90,95.41,226,0
15-Apr-2019 18:00:001,12.1,48,1.3411,315,95.3998,451,0
15-Apr-2019 19:00:001,12.4,44,1.7882,225,95.4235,301,0
15-Apr-2019 20:00:001,12.3,51,2.2352,225,95.4574,379,0
15-Apr-2019 21:00:001,12.9,49,1.7882,225,95.4337,365,0
15-Apr-2019 22:00:001,12.1,61,2.2352,202.5,95.4472,375,0
15-Apr-2019 23:00:001,11.4,70,2.2352,225,95.471,295,0
16-Apr-2019 00:00:001,10.9,76,1.7882,225,95.4676,144,0
16-Apr-2019 01:00:001,11.5,76,1.7882,202.5,95.4337,232,0
16-Apr-2019 02:00:001,10.7,82,1.7882,180,95.4269,155,0
16-Apr-2019 03:00:001,10.5,80,1.7882,180,95.41,103,0
16-Apr-2019 04:00:001,10.1,82,0.8941,135,95.3795,14,0
16-Apr-2019 05:00:001,9.7,83,0.8941,135,95.4235,0,0
16-Apr-2019 06:00:001,9.1,91,0.447,135,95.4777,0,0.02
16-Apr-2019 07:00:001,9.3,91,0,135,95.498,0,0
16-Apr-2019 08:00:001,9.4,91,0.447,157.5,95.5522,0,0
16-Apr-2019 09:00:001,9.6,92,0,180,95.603,0,0.01
16-Apr-2019 10:00:001,9.4,92,0.447,180,95.6132,0,0
16-Apr-2019 11:00:001,9.4,87,1.3411,202.5,95.6301,0,0.02
16-Apr-2019 12:00:001,9,87,2.2352,270,95.6674,0,0
16-Apr-2019 13:00:001,8.5,84,1.3411,270,95.6945,0,0
16-Apr-2019 14:00:001,7.2,87,0.447,270,95.7554,0,0
16-Apr-2019 15:00:001,5.9,92,0.447,157.5,95.8638,4,0
16-Apr-2019 16:00:001,8.6,82,0.447,225,95.9349,41,0
16-Apr-2019 17:00:001,9.9,77,1.3411,315,96.0466,280,0
16-Apr-2019 18:00:001,11.9,72,0.8941,0,96.1144,447,0
16-Apr-2019 19:00:001,12.2,72,1.3411,45,96.199,606,0
16-Apr-2019 20:00:001,12.9,63,1.7882,0,96.2668,794,0
16-Apr-2019 21:00:001,14,63,1.3411,0,96.2329,869,0
16-Apr-2019 22:00:001,15,57,1.7882,0,96.2227,892,0
16-Apr-2019 23:00:001,15.9,51,1.7882,0,96.2498,836,0
17-Apr-2019 00:00:001,17.2,49,1.3411,0,96.2058,740,0
17-Apr-2019 01:00:001,18.1,48,1.3411,0,96.1821,603,0
17-Apr-2019 02:00:001,18.1,48,1.3411,0,96.2126,431,0
17-Apr-2019 03:00:001,16.3,67,1.7882,270,96.2397,216,0
17-Apr-2019 04:00:001,14.3,72,3.1293,270,96.3074,33,0
17-Apr-2019 05:00:001,13.4,73,1.7882,270,96.4191,0,0
17-Apr-2019 06:00:001,12.3,76,1.3411,292.5,96.5207,0,0
17-Apr-2019 07:00:001,9.4,86,0.447,135,96.5343,0,0
17-Apr-2019 08:00:001,8.4,88,0.447,135,96.5918,0,0
17-Apr-2019 09:00:001,7.9,89,0,112.5,96.6189,0,0
17-Apr-2019 10:00:001,6.9,91,0,112.5,96.6156,0,0
17-Apr-2019 11:00:001,6.3,93,0.447,135,96.5885,0,0
17-Apr-2019 12:00:001,5.9,93,0,112.5,96.6088,0,0
17-Apr-2019 13:00:001,5.3,94,0.447,157.5,96.5986,0,0
17-Apr-2019 14:00:001,5.8,95,0,112.5,96.6562,0,0
17-Apr-2019 15:00:001,5,95,0.447,135,96.707,4,0
17-Apr-2019 16:00:001,7.4,94,0.447,135,96.7578,42,0
17-Apr-2019 17:00:001,10.9,84,0.447,315,96.7781,283,0
17-Apr-2019 18:00:001,12.4,80,0.8941,0,96.7883,453,0
17-Apr-2019 19:00:001,13.3,77,1.7882,0,96.795,604,0
17-Apr-2019 20:00:001,14.9,72,1.3411,0,96.795,787,0
17-Apr-2019 21:00:001,17.9,57,1.3411,0,96.7408,867,0
17-Apr-2019 22:00:001,19.6,61,1.7882,0,96.6833,889,0
17-Apr-2019 23:00:001,21.9,37,1.3411,0,96.6291,850,0
18-Apr-2019 00:00:001,23,35,1.3411,0,96.5681,753,0
18-Apr-2019 01:00:001,24.3,38,0.8941,0,96.5004,607,0
18-Apr-2019 02:00:001,24.9,31,0.8941,45,96.4835,426,0
18-Apr-2019 03:00:001,24.6,32,0.447,0,96.4598,218,0
18-Apr-2019 04:00:001,21.3,51,0,225,96.4598,34,0
18-Apr-2019 05:00:001,18.8,59,0,135,96.5038,0,0
18-Apr-2019 06:00:001,16.9,66,0.447,135,96.5918,0,0
18-Apr-2019 07:00:001,14.8,73,0.447,157.5,96.602,0,0
18-Apr-2019 08:00:001,13.1,79,0.447,135,96.5918,0,0
18-Apr-2019 09:00:001,12.2,81,0.447,135,96.5411,0,0
18-Apr-2019 10:00:001,11.4,84,0.447,135,96.5106,0,0
18-Apr-2019 11:00:001,10.9,87,0,112.5,96.4869,0,0
18-Apr-2019 12:00:001,11.2,90,0,0,96.4666,0,0
18-Apr-2019 13:00:001,9,91,0,157.5,96.4666,0,0
18-Apr-2019 14:00:001,8.7,92,0.447,135,96.4733,0,0
18-Apr-2019 15:00:001,9.1,92,0.447,135,96.4903,4,0
18-Apr-2019 16:00:001,11.2,90,0,180,96.4801,41,0
18-Apr-2019 17:00:001,14.3,83,0.447,337.5,96.514,289,0
18-Apr-2019 18:00:001,15.6,81,1.3411,0,96.5512,458,0
18-Apr-2019 19:00:001,17.1,80,1.3411,0,96.5546,606,0
18-Apr-2019 20:00:001,19.9,56,1.3411,0,96.5275,786,0
18-Apr-2019 21:00:001,21.6,57,0.8941,337.5,96.4191,863,0
18-Apr-2019 22:00:001,22.9,52,0.8941,0,96.3277,884,0
18-Apr-2019 23:00:001,24.3,46,0.8941,337.5,96.2905,847,0
19-Apr-2019 00:00:001,26.2,43,1.3411,337.5,96.1313,757,0
19-Apr-2019 01:00:001,26.3,41,1.3411,0,96.0534,614,0
19-Apr-2019 02:00:001,28.3,33,0.8941,0,96.0466,432,0
19-Apr-2019 03:00:001,26.3,46,1.3411,225,96.0229,223,0
19-Apr-2019 04:00:001,23.7,46,0.8941,157.5,96.0433,38,0
19-Apr-2019 05:00:001,21.6,51,0.447,135,96.1008,0,0
19-Apr-2019 06:00:001,19.9,59,0.447,135,96.1211,0,0
19-Apr-2019 07:00:001,17.7,69,0.447,157.5,96.0873,0,0
19-Apr-2019 08:00:001,15.5,79,0,157.5,96.0703,0,0
19-Apr-2019 09:00:001,15,79,0,135,96.0534,0,0
19-Apr-2019 10:00:001,13.4,84,0,135,95.9857,0,0
19-Apr-2019 11:00:001,12.7,85,0.447,135,95.9112,0,0
19-Apr-2019 12:00:001,11.8,85,0,135,95.9078,0,0
19-Apr-2019 13:00:001,11,89,0,135,95.8604,0,0
19-Apr-2019 14:00:001,10.7,89,0,135,95.8367,0,0
19-Apr-2019 15:00:001,10,91,0.447,135,95.8435,6,0
19-Apr-2019 16:00:001,11.4,89,0,135,95.8468,55,0
19-Apr-2019 17:00:001,15.2,78,0,135,95.8773,251,0
19-Apr-2019 18:00:001,16.3,76,0.8941,337.5,95.8096,434,0
19-Apr-2019 19:00:001,17.8,71,1.3411,0,95.7452,620,0
19-Apr-2019 20:00:001,20.2,63,0.8941,0,95.7182,727,0
19-Apr-2019 21:00:001,20.6,68,1.3411,0,95.647,534,0
19-Apr-2019 22:00:001,23.2,59,1.3411,0,95.5725,735,0
19-Apr-2019 23:00:001,25.2,43,0.8941,0,95.5082,846,0
20-Apr-2019 00:00:001,26.2,36,1.3411,270,95.4371,766,0
20-Apr-2019 01:00:001,25.6,43,1.7882,247.5,95.3558,570,0
20-Apr-2019 02:00:001,25.1,46,2.2352,225,95.3118,292,0
20-Apr-2019 03:00:001,23.9,48,1.7882,225,95.3016,242,0
20-Apr-2019 04:00:001,20.3,55,1.3411,202.5,95.3084,44,0
20-Apr-2019 05:00:001,19.1,58,2.2352,270,95.3558,0,0
20-Apr-2019 06:00:001,18.1,64,1.7882,270,95.3829,0,0
20-Apr-2019 07:00:001,16.8,62,0.8941,270,95.3524,0,0
20-Apr-2019 08:00:001,13.8,75,0.447,90,95.3626,0,0
20-Apr-2019 09:00:001,15.1,75,0.447,90,95.3694,0,0
20-Apr-2019 10:00:001,13.6,78,0.447,157.5,95.3118,0,0
20-Apr-2019 11:00:001,14,77,0.447,135,95.2779,0,0
20-Apr-2019 12:00:001,15.4,70,0.8941,270,95.2712,0,0
20-Apr-2019 13:00:001,13.2,78,0.8941,270,95.261,0,0
20-Apr-2019 14:00:001,14.1,74,1.7882,292.5,95.2847,0,0
20-Apr-2019 15:00:001,12.3,83,4.0234,270,95.4202,3,0
20-Apr-2019 16:00:001,11.4,87,3.5763,270,95.498,49,0
20-Apr-2019 17:00:001,11.9,82,2.6822,270,95.5048,105,0
20-Apr-2019 18:00:001,12.6,81,3.1293,270,95.5455,253,0
20-Apr-2019 19:00:001,13.2,77,4.0234,270,95.5725,301,0
20-Apr-2019 20:00:001,13.7,76,4.0234,270,95.5895,543,0
20-Apr-2019 21:00:001,14.4,66,4.4704,270,95.5759,810,0
20-Apr-2019 22:00:001,15.5,62,4.4704,270,95.5488,930,0
20-Apr-2019 23:00:001,15.8,62,4.4704,270,95.5488,865,0
21-Apr-2019 00:00:001,15.8,62,5.3645,270,95.5082,748,0
21-Apr-2019 01:00:001,15.2,64,6.7056,270,95.5387,620,0
21-Apr-2019 02:00:001,14.3,67,7.1526,270,95.5996,433,0
21-Apr-2019 03:00:001,14.1,70,5.3645,270,95.7012,227,0
21-Apr-2019 04:00:001,12.9,71,2.6822,270,95.769,38,0
21-Apr-2019 05:00:001,11.8,74,1.7882,247.5,95.8604,0,0
21-Apr-2019 06:00:001,11.6,77,1.7882,270,95.9688,0,0
21-Apr-2019 07:00:001,11,78,1.7882,270,96.006,0,0
21-Apr-2019 08:00:001,8.7,83,0.8941,270,96.0907,0,0
21-Apr-2019 09:00:001,7.6,88,0.447,135,96.1347,0,0
21-Apr-2019 10:00:001,6.8,91,0,112.5,96.1719,0,0
21-Apr-2019 11:00:001,6.1,92,0,135,96.1855,0,0
21-Apr-2019 12:00:001,6.1,92,0,135,96.2126,0,0
21-Apr-2019 13:00:001,5.5,93,0,157.5,96.2938,0,0
21-Apr-2019 14:00:001,4.6,93,0.447,135,96.3142,0,0
21-Apr-2019 15:00:001,4.8,95,0.447,135,96.3751,6,0
21-Apr-2019 16:00:001,7.4,90,0.8941,135,96.4225,68,0
21-Apr-2019 17:00:001,10.1,80,0.447,292.5,96.4564,320,0
21-Apr-2019 18:00:001,11.4,78,0.8941,337.5,96.4428,477,0
21-Apr-2019 19:00:001,12.8,75,1.7882,0,96.4191,620,0
21-Apr-2019 20:00:001,14.1,72,1.7882,0,96.4598,811,0
21-Apr-2019 21:00:001,16.8,59,1.7882,0,96.392,886,0
21-Apr-2019 22:00:001,18.3,55,1.7882,0,96.365,902,0
21-Apr-2019 23:00:001,20.7,45,1.3411,0,96.3142,860,0
22-Apr-2019 00:00:001,21.7,46,1.3411,0,96.2532,761,0
22-Apr-2019 01:00:001,22.4,45,0.8941,0,96.2227,618,0
22-Apr-2019 02:00:001,21.9,43,0.8941,0,96.2092,435,0
22-Apr-2019 03:00:001,20.1,56,2.2352,292.5,96.1923,231,0
22-Apr-2019 04:00:001,18,61,1.3411,270,96.216,39,0
22-Apr-2019 05:00:001,16.1,66,0.447,270,96.2938,0,0
22-Apr-2019 06:00:001,13,73,0,90,96.3785,0,0
22-Apr-2019 07:00:001,12.1,77,0.447,135,96.4124,0,0
22-Apr-2019 08:00:001,10.9,81,0.447,135,96.392,0,0
22-Apr-2019 09:00:001,10.1,85,0.447,135,96.4293,0,0
22-Apr-2019 10:00:001,9.1,88,0.447,135,96.453,0,0
22-Apr-2019 11:00:001,8.1,90,0.447,135,96.4124,0,0
22-Apr-2019 12:00:001,8.2,90,0.447,157.5,96.4259,0,0
22-Apr-2019 13:00:001,7.6,92,0.447,135,96.3988,0,0
22-Apr-2019 14:00:001,6.8,93,0,135,96.3887,0,0
22-Apr-2019 15:00:001,7.1,92,0,135,96.4699,6,0
22-Apr-2019 16:00:001,10.1,87,0.447,135,96.5241,80,0
22-Apr-2019 17:00:001,14.7,73,0.447,135,96.5648,329,0
22-Apr-2019 18:00:001,14.7,76,0.8941,0,96.5309,481,0
22-Apr-2019 19:00:001,16.6,75,1.7882,0,96.5512,608,0
22-Apr-2019 20:00:001,18.1,70,1.3411,0,96.4869,805,0
22-Apr-2019 21:00:001,21.1,50,1.3411,0,96.4056,875,0
22-Apr-2019 22:00:001,23.2,47,1.3411,0,96.3074,895,0
22-Apr-2019 23:00:001,25.8,29,1.3411,0,96.2634,856,0
